37.57,81.02,BWk
21.73,42.5,BWh
53.36,63.04,Dfb
64.73,33.35,Dfc
62.45,123.99,Dfc
38.83,102.79,BWk
75.22,59.61,ET
63.84,90.18,Dfc
57.63,-108.34,Dfc
60.99,166.76,Dfc
27.55,43.15,BWh
30.3,55.12,BWk
40.34,-4.46,Csa
46.44,120.81,Dwc
14.56,47.51,BWh
9.71,98.72,Am
62.15,99.52,Dfc
42.4,62.75,BWk
59.2,112.08,Dfc
69.56,-156.54,ET
68.35,23.78,Dfc
56.82,81.04,Dfc
45.1,0.14,Cfb
48.43,130.25,Dwb
51.54,116.09,Dwc
63.35,80.03,Dfc
55.38,157.36,ET
72.57,125.27,ET
45.0,78.16,Dfb
21.9,97.19,Cwa
59.48,31.16,Dfb
66.16,173.82,Dfc
47.05,15.8,Dfb
51.04,-3.6,/
53.15,44.29,Dfb
47.26,69.21,BSk
49.98,88.85,Dfc
60.51,153.19,ET
68.01,19.29,ET
46.47,137.54,Dfc
24.5,-98.19,BSh
52.75,50.93,Dfb
25.76,65.41,BWh
27.47,78.53,BSh
54.09,54.99,Dfb
48.06,74.64,Dfb
22.63,102.14,Cwa
72.28,70.52,ET
54.88,35.95,Dfb
68.0,119.51,Dfd
47.4,8.63,Cfb
65.97,-64.9,ET
48.7,56.57,BSk
62.97,132.76,Dfd
60.42,78.29,Dfc
28.82,40.07,BWh
52.19,129.94,Dwb
37.75,114.74,BSk
30.6,105.75,Cwa
49.28,71.78,Dfb
-0.45,101.32,Af
29.55,121.45,Cfa
45.32,-110.75,Dfb
29.12,96.66,EF
50.89,5.31,Cfb
44.22,90.18,BWk
19.35,77.11,Aw
31.41,80.56,Dfb
58.66,85.67,Dfc
22.72,88.85,Aw
38.5,59.21,BWk
51.25,79.99,Dfb
57.38,160.84,Dfc
81.0,-63.7,ET
56.79,84.18,Dfc
33.44,50.13,BSk
64.84,49.9,Dfc
35.88,88.19,ET
67.0,158.52,Dfc
47.37,85.73,BSk
44.1,21.35,Cfb
32.63,69.84,Dwb
52.66,6.28,Cfb
52.76,-114.67,Dfc
25.72,47.72,BWh
54.46,115.44,Dwc
40.19,85.16,BWk
21.05,110.32,Cwa
57.97,-4.46,Cfb
57.97,39.31,Dfb
23.79,77.77,As
73.3,82.21,ET
59.71,87.7,Dfc
31.95,96.26,Dwc
20.11,-97.88,Am
34.87,102.07,ET
69.04,92.85,ET
37.91,23.77,/
44.21,17.47,Dfb
65.43,156.38,Dfc
37.12,37.39,Csa
45.4,81.31,ET
63.37,29.67,Dfc
64.72,-22.37,Cfc
68.66,163.42,ET
52.48,-63.03,Dfc
30.45,-84.33,Cfa
68.63,101.25,Dfc
56.23,30.07,Dfb
67.28,71.25,Dfc
29.4,37.13,BWh
61.6,22.27,Dfc
25.36,83.0,Csa
47.18,112.81,BSk
27.23,73.62,BWh
47.02,55.89,BSk
62.13,140.11,Dwd
60.43,-157.4,Dfc
38.97,140.53,Cfa
56.55,62.8,Dfb
27.28,111.64,Cfa
47.45,101.11,Dwc
59.15,119.74,Dfc
55.79,60.01,Dfb
48.98,61.53,BSk
-5.83,106.1,/
5.05,101.51,Af
14.56,104.48,Aw
56.71,-114.87,Dfc
71.24,90.97,Dfc
53.19,110.14,Dwc
66.21,59.09,Dfc
53.21,40.78,Dfb
52.89,118.9,Dwc
70.2,69.09,ET
55.08,32.98,Dfb
50.16,84.11,Dfc
30.5,103.44,Cwb
17.12,45.64,BWh
47.2,-95.72,Dfb
48.06,51.25,BSk
52.89,102.7,Dwc
60.31,148.14,Dfc
37.15,-5.93,Csa
25.2,72.7,BWh
55.41,26.08,Dfb
60.2,51.8,Dfc
-1.69,133.76,Af
39.04,126.4,Dwa
54.13,86.1,Dfc
42.13,-116.94,BSk
42.63,47.49,Cfb
68.14,140.2,ET
37.17,67.54,BSk
57.32,134.44,Dfc
47.33,64.84,BSk
68.06,66.08,ET
43.91,115.91,BSk
30.21,33.09,BWh
67.96,165.4,Dfc
53.78,9.52,Cfb
72.55,-113.46,ET
55.69,107.03,Dfc
54.07,76.36,Dfb
40.51,107.52,BWk
43.5,64.22,BWk
51.26,12.35,Cfb
41.1,127.94,Dwc
53.75,71.52,Dfb
61.08,65.79,Dfc
58.38,67.38,Dfc
18.79,43.29,BWh
60.57,-110.18,Dfc
22.34,56.25,BWh
31.5,48.76,BWh
70.67,57.44,ET
-6.16,145.94,Cfb
69.82,172.32,ET
64.59,113.09,Dfd
43.48,141.87,Dfb
46.42,97.82,BSk
52.21,124.94,Dwc
68.84,105.67,Dfc
39.84,-94.67,Cfa
30.98,35.15,BSh
4.89,115.71,Af
45.81,24.06,Dfb
-4.6,144.37,Af
72.64,105.97,ET
33.75,90.01,ET
43.59,9.41,/
60.68,104.76,Dfc
44.89,52.49,BWk
36.64,72.13,ET
47.97,-72.16,Dfb
53.43,-0.37,Cfb
42.49,58.59,BWk
72.13,145.54,ET
72.84,110.23,ET
67.31,92.63,Dfc
70.3,159.53,ET
45.46,40.18,Dfa
34.2,133.57,Cfa
68.87,116.91,Dfd
59.72,76.22,Dfc
63.04,-139.42,Dfc
39.88,37.17,Dsb
4.46,47.23,BWh
3.66,11.71,Aw
29.85,0.04,BWh
-17.61,35.55,Aw
22.93,34.71,BWh
-18.02,16.87,BSh
12.69,29.82,BSh
21.68,14.23,BWh
71.37,-97.97,/
53.59,-127.48,ET
12.68,-6.62,BSh
-1.07,31.27,Aw
11.64,6.84,Aw
-32.06,20.35,BSk
-11.93,22.88,Aw
24.0,23.09,BWh
-22.46,33.14,BSh
7.31,20.6,Aw
-22.17,44.35,BSh
-3.11,17.08,Aw
64.65,-148.91,Dfc
29.64,8.55,BWh
14.52,-15.96,BSh
18.45,3.8,BWh
4.76,41.38,BWh
-13.16,36.31,Aw
-23.37,29.05,BSh
12.41,35.78,Aw
